Worker ID,Skill Category,Skill Level,Years of Experience,Current Task Assigned,Shift Availability,Performance Rating,Certifications,Task Skills Required,Task Priority,Workload per Shift
1073,Soldering,High,7,Final Testing,Night,4.8,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
1074,Quality Inspection,High,3,Final Testing,Night,4,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
1075,Electrical Wiring,Low,4,Pack Assembly,Evening,3.8,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
1076,Mechanical Assembly,High,7,Final Testing,Evening,4.3,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
1077,Mechanical Assembly,High,1,Pack Assembly,Evening,4.7,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
1078,BMS Integration,Medium,1,Module Assembly,Night,4.8,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
1079,Quality Inspection,High,5,Module Assembly,Morning,3,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
1080,BMS Integration,Low,2,Final Testing,Morning,3,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
1081,Electrical Wiring,Medium,7,Final Testing,Morning,3.6,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
1082,Soldering,Low,5,Module Assembly,Evening,3.8,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
1083,Welding,High,6,Cell Assembly,Flexible,4.7,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
1084,Packaging,High,5,Module Assembly,Flexible,4.9,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
1085,Electrical Wiring,Medium,4,Pack Assembly,Flexible,4,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
1086,Welding,Low,2,Final Testing,Flexible,3.4,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
1087,Soldering,High,1,Cell Assembly,Flexible,4.6,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
1088,BMS Integration,Medium,2,Final Testing,Night,3.8,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
1089,Soldering,Medium,1,Cell Assembly,Evening,3.2,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
1090,Robotics,Low,2,Pack Assembly,Flexible,3.1,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
1091,Quality Inspection,Low,5,Pack Assembly,Night,3.5,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
1092,Robotics,Medium,5,Module Assembly,Morning,4.5,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
1093,Automation,Medium,8,Final Testing,Flexible,3.5,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
1094,Robotics,High,4,Module Assembly,Night,4,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
1095,BMS Integration,Medium,7,Cell Assembly,Evening,3.9,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
1096,Robotics,Medium,5,Cell Assembly,Night,3.1,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
1097,BMS Integration,Medium,8,Module Assembly,Flexible,4.9,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
1098,Mechanical Assembly,Medium,1,Cell Assembly,Morning,4.5,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
1099,Welding,High,4,Pack Assembly,Evening,3.2,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
1100,Mechanical Assembly,High,3,Pack Assembly,Evening,5,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
1101,Mechanical Assembly,High,8,Final Testing,Night,3.1,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
1102,Soldering,High,1,Pack Assembly,Morning,4.1,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
1103,Robotics,High,1,Final Testing,Evening,3.3,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
1104,Robotics,Low,1,Module Assembly,Flexible,4.3,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
1105,Packaging,Low,6,Module Assembly,Flexible,4.5,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
1106,Robotics,Medium,3,Pack Assembly,Morning,4.4,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
1107,BMS Integration,Medium,8,Pack Assembly,Morning,3.9,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
1108,BMS Integration,Medium,2,Final Testing,Night,3.6,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
1109,BMS Integration,Medium,5,Final Testing,Flexible,4.8,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
1110,Robotics,High,4,Pack Assembly,Night,3.5,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
1111,Quality Inspection,High,2,Cell Assembly,Morning,4.3,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
1112,Robotics,Low,4,Module Assembly,Morning,4.1,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
1113,Packaging,Medium,5,Pack Assembly,Evening,3,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
1114,Robotics,Low,5,Final Testing,Night,4.4,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
1115,Electrical Wiring,Low,7,Final Testing,Night,3.9,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
1116,Mechanical Assembly,Medium,4,Module Assembly,Flexible,4.8,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
1117,Robotics,Low,2,Pack Assembly,Morning,3.5,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
1118,Mechanical Assembly,Low,1,Final Testing,Night,4.4,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
1119,Soldering,High,7,Pack Assembly,Flexible,3,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
1120,Welding,Low,7,Pack Assembly,Evening,3.1,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
1121,Electrical Wiring,Low,3,Module Assembly,Morning,3.8,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
1122,Robotics,High,1,Final Testing,Evening,4.3,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
1123,Quality Inspection,High,8,Pack Assembly,Evening,3.6,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
1124,Welding,High,7,Cell Assembly,Morning,3.2,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
1125,Electrical Wiring,Medium,1,Pack Assembly,Evening,4,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
1126,BMS Integration,High,8,Pack Assembly,Evening,3.9,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
1127,Welding,Medium,5,Module Assembly,Night,4.5,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
1128,Packaging,High,8,Final Testing,Flexible,3.7,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
1129,Robotics,High,3,Cell Assembly,Flexible,4.4,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
1130,Soldering,Low,7,Pack Assembly,Evening,4.2,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
1131,BMS Integration,Low,7,Module Assembly,Morning,3.5,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
1132,Automation,Medium,8,Cell Assembly,Morning,4.9,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
1133,Robotics,High,2,Final Testing,Flexible,4.1,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
1134,Quality Inspection,Medium,7,Module Assembly,Flexible,3.8,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
1135,Automation,High,1,Pack Assembly,Night,3.6,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
1136,Robotics,Medium,1,Pack Assembly,Flexible,4.2,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
1137,Electrical Wiring,Low,7,Module Assembly,Flexible,3.6,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
1138,Electrical Wiring,Medium,8,Pack Assembly,Evening,4.7,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
1139,Quality Inspection,Low,1,Pack Assembly,Night,4.6,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
1140,BMS Integration,High,1,Final Testing,Morning,4.8,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
1141,Automation,Medium,8,Cell Assembly,Morning,3.6,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
1142,Welding,Low,3,Final Testing,Evening,3.3,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
1143,Quality Inspection,High,8,Pack Assembly,Morning,4,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
1144,Electrical Wiring,Low,2,Pack Assembly,Evening,4.2,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
1145,Quality Inspection,Medium,4,Final Testing,Evening,3.5,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
1146,BMS Integration,Low,7,Pack Assembly,Flexible,3.7,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
1147,Automation,Low,3,Pack Assembly,Night,3.9,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
1148,Robotics,Medium,7,Pack Assembly,Night,4.5,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
1149,Packaging,Low,2,Module Assembly,Morning,4,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
1150,Welding,Medium,1,Cell Assembly,Night,4.4,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
1151,BMS Integration,Low,8,Module Assembly,Flexible,4.2,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
1152,Automation,Medium,3,Final Testing,Night,3.8,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
1153,Robotics,Medium,5,Final Testing,Evening,3.7,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
1154,Soldering,Medium,6,Final Testing,Morning,3.5,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
1155,Packaging,High,3,Module Assembly,Flexible,4.4,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
1156,Automation,Low,3,Module Assembly,Evening,3.1,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
1157,Mechanical Assembly,High,7,Pack Assembly,Night,4,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
1158,Automation,Medium,3,Cell Assembly,Night,3.4,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
1159,Robotics,Medium,1,Module Assembly,Night,4.4,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
1160,Automation,High,3,Cell Assembly,Flexible,3.7,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
1161,Welding,Medium,3,Pack Assembly,Flexible,3.2,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
1162,BMS Integration,Low,2,Final Testing,Morning,3.7,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
1163,BMS Integration,Low,5,Module Assembly,Evening,3.7,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
1164,Packaging,Medium,3,Module Assembly,Morning,4.1,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
1165,Electrical Wiring,High,1,Module Assembly,Flexible,4.4,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
1166,Automation,High,7,Pack Assembly,Night,4.5,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
1167,Electrical Wiring,Medium,6,Final Testing,Flexible,3.2,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
1168,Automation,High,8,Cell Assembly,Evening,4.8,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
1169,Packaging,Medium,5,Final Testing,Night,3.5,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
1170,Robotics,Low,7,Pack Assembly,Night,4.6,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
1171,BMS Integration,Medium,6,Pack Assembly,Night,3.6,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
1172,Automation,High,6,Module Assembly,Morning,3.5,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
1173,Quality Inspection,High,1,Module Assembly,Evening,3.4,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
1174,Mechanical Assembly,High,1,Pack Assembly,Night,4.7,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
1175,Electrical Wiring,Low,6,Pack Assembly,Evening,3.7,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
1176,Quality Inspection,Medium,6,Pack Assembly,Flexible,3.6,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
1177,Electrical Wiring,Low,1,Cell Assembly,Night,3.1,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
1178,BMS Integration,Medium,7,Final Testing,Night,3.3,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
1179,Mechanical Assembly,Medium,7,Pack Assembly,Evening,4.7,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
1180,Mechanical Assembly,Low,3,Final Testing,Flexible,3.9,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
1181,Soldering,Medium,2,Cell Assembly,Night,3.1,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
1182,Soldering,Low,2,Module Assembly,Morning,3,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
1183,Soldering,Medium,1,Pack Assembly,Night,4.9,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
1184,Mechanical Assembly,Low,7,Pack Assembly,Night,4.1,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
1185,Electrical Wiring,High,4,Final Testing,Morning,4.6,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
1186,Electrical Wiring,Medium,6,Final Testing,Night,3.8,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
1187,Quality Inspection,Low,5,Final Testing,Flexible,3.8,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
1188,Mechanical Assembly,Medium,3,Cell Assembly,Night,4.6,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
1189,Soldering,Medium,3,Pack Assembly,Evening,4.6,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
1190,Robotics,Medium,1,Final Testing,Evening,4.4,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
1191,Soldering,Low,4,Cell Assembly,Evening,3.2,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
1192,Robotics,Medium,1,Pack Assembly,Flexible,4.4,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
1193,Welding,Low,2,Final Testing,Morning,4.4,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
1194,Robotics,Low,4,Final Testing,Flexible,4.8,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
1195,BMS Integration,Low,5,Module Assembly,Evening,4.1,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
1196,Electrical Wiring,Medium,2,Final Testing,Night,4.5,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
