Worker ID,Skill Category,Skill Level,Years of Experience,Current Task Assigned,Shift Availability,Performance Rating,Certifications
2095,Electrical Wiring,Medium,1,Module Assembly,Flexible,4.9,Electrical Engineer
2096,Electrical Wiring,High,7,Cell Assembly,Flexible,3.8,Quality Control Certified
2097,Mechanical Assembly,High,8,Final Testing,Night,4.6,Certified BMS Engineer
2098,Packaging,High,4,Cell Assembly,Evening,3.8,Certified BMS Engineer
2099,Automation,Medium,6,Pack Assembly,Morning,4,Electrical Engineer
2100,Quality Inspection,Medium,1,Final Testing,Evening,4.9,Mechanical Technician
2101,BMS Integration,Low,6,Pack Assembly,Evening,3.8,Electrical Engineer
2102,Electrical Wiring,High,3,Cell Assembly,Morning,3.8,None
2103,Electrical Wiring,High,5,Final Testing,Morning,3.5,None
2104,Soldering,Low,3,Pack Assembly,Night,3.6,Quality Control Certified
2105,Soldering,High,4,Cell Assembly,Night,3.1,Certified BMS Engineer
2106,Robotics,Medium,4,Final Testing,Flexible,5,Electrical Engineer
2107,Soldering,High,8,Final Testing,Evening,3,Mechanical Technician
2108,Quality Inspection,Medium,3,Final Testing,Night,3,Mechanical Technician
2109,Automation,Low,8,Final Testing,Flexible,4.9,Certified Welder
2110,Quality Inspection,High,6,Module Assembly,Evening,3.7,None
2111,Welding,Low,8,Final Testing,Morning,3.9,Quality Control Certified
2112,Mechanical Assembly,Low,2,Pack Assembly,Evening,4.6,Electrical Engineer
2113,Robotics,Low,6,Cell Assembly,Night,4.6,Mechanical Technician
2114,Packaging,Low,5,Cell Assembly,Evening,3.8,Quality Control Certified
2115,Robotics,Medium,8,Cell Assembly,Night,4,Certified Welder
2116,Soldering,Low,6,Final Testing,Morning,3.7,Electrical Engineer
2117,Electrical Wiring,Low,8,Module Assembly,Morning,3.6,Electrical Engineer
2118,Mechanical Assembly,Medium,8,Pack Assembly,Flexible,3.2,Certified BMS Engineer
2119,BMS Integration,High,7,Pack Assembly,Morning,3.1,Electrical Engineer
2120,BMS Integration,High,4,Cell Assembly,Morning,3.4,Certified Welder
2121,Robotics,Low,8,Pack Assembly,Evening,3,Certified Welder
2122,Soldering,High,1,Module Assembly,Flexible,3.4,Mechanical Technician
2123,BMS Integration,Medium,2,Final Testing,Morning,4.8,Certified Welder
2124,Electrical Wiring,High,8,Cell Assembly,Flexible,4.8,Quality Control Certified
2125,Robotics,Low,4,Final Testing,Evening,4.9,None
2126,Quality Inspection,Medium,1,Pack Assembly,Morning,3.4,None
2127,BMS Integration,Medium,4,Pack Assembly,Flexible,3.7,Quality Control Certified
2128,Quality Inspection,High,3,Final Testing,Flexible,4.6,Certified Welder
2129,Automation,High,2,Module Assembly,Night,4.1,Quality Control Certified
2130,Mechanical Assembly,Low,8,Pack Assembly,Evening,4.6,Quality Control Certified
2131,Mechanical Assembly,Low,8,Pack Assembly,Evening,3,Certified Welder
2132,Automation,Medium,3,Pack Assembly,Night,3,Electrical Engineer
2133,Electrical Wiring,Medium,7,Final Testing,Evening,4.5,Electrical Engineer
2134,BMS Integration,Medium,4,Pack Assembly,Morning,3.5,Quality Control Certified
2135,Robotics,Medium,5,Final Testing,Night,3.3,Certified Welder
2136,Mechanical Assembly,High,2,Module Assembly,Evening,4.4,Certified BMS Engineer
2137,Welding,Medium,6,Final Testing,Evening,4.1,Electrical Engineer
2138,Soldering,Low,1,Cell Assembly,Flexible,4.1,Quality Control Certified
2139,Electrical Wiring,Low,2,Pack Assembly,Flexible,4.6,Electrical Engineer
2140,BMS Integration,High,1,Pack Assembly,Evening,3.7,Quality Control Certified
2141,Mechanical Assembly,Low,3,Pack Assembly,Flexible,3.1,Mechanical Technician
2142,Welding,Medium,1,Module Assembly,Evening,4.2,Quality Control Certified
2143,Robotics,Medium,3,Module Assembly,Evening,3.4,Mechanical Technician
2144,Quality Inspection,High,4,Module Assembly,Night,4.8,None
2145,Automation,Low,2,Final Testing,Night,4.5,Certified Welder
2146,Packaging,High,7,Cell Assembly,Evening,4,Certified BMS Engineer
2147,BMS Integration,Low,1,Pack Assembly,Evening,4.2,Certified BMS Engineer
2148,Welding,Low,2,Cell Assembly,Flexible,4.3,Certified BMS Engineer
2149,Packaging,Medium,1,Cell Assembly,Night,3.6,Certified BMS Engineer
2150,Soldering,Low,8,Cell Assembly,Evening,4.9,None
2151,Packaging,High,1,Cell Assembly,Morning,3.4,None
2152,Robotics,High,6,Pack Assembly,Flexible,4.9,Mechanical Technician
2153,Automation,High,6,Module Assembly,Flexible,4.7,None
2154,Soldering,Medium,1,Cell Assembly,Flexible,3.3,Electrical Engineer
2155,Quality Inspection,High,4,Pack Assembly,Flexible,4.4,Certified BMS Engineer
2156,Mechanical Assembly,High,3,Final Testing,Morning,4.6,None
2157,Packaging,Medium,8,Final Testing,Night,3.4,Quality Control Certified
2158,Automation,High,1,Cell Assembly,Evening,4.6,Certified BMS Engineer
2159,Robotics,High,3,Cell Assembly,Night,3.1,Mechanical Technician
2160,Automation,High,2,Final Testing,Flexible,3.6,Mechanical Technician
2161,Quality Inspection,Medium,1,Cell Assembly,Evening,4.6,Mechanical Technician
2162,BMS Integration,Medium,1,Module Assembly,Night,3.1,Certified Welder
2163,BMS Integration,Medium,8,Module Assembly,Evening,4.2,Mechanical Technician
2164,Automation,High,7,Cell Assembly,Night,4.2,Mechanical Technician
2165,Packaging,Low,1,Pack Assembly,Night,4.9,Certified BMS Engineer
2166,Electrical Wiring,Medium,6,Cell Assembly,Flexible,3.8,None
2167,BMS Integration,High,2,Module Assembly,Night,3.4,Certified Welder
2168,BMS Integration,Low,4,Cell Assembly,Evening,4.1,Certified BMS Engineer
2169,Packaging,Low,4,Pack Assembly,Morning,3.7,Quality Control Certified
2170,Quality Inspection,High,3,Final Testing,Night,4.1,Mechanical Technician
2171,Automation,High,4,Module Assembly,Night,3.3,Certified Welder
2172,Mechanical Assembly,High,4,Pack Assembly,Flexible,3.3,Certified Welder
2173,Quality Inspection,Medium,4,Cell Assembly,Flexible,4.4,Mechanical Technician
2174,BMS Integration,Medium,6,Final Testing,Flexible,3.8,Electrical Engineer
2175,Quality Inspection,Medium,3,Module Assembly,Evening,3.2,Electrical Engineer
2176,Electrical Wiring,Low,5,Module Assembly,Morning,4.3,Certified BMS Engineer
2177,Mechanical Assembly,High,8,Final Testing,Night,3.2,Quality Control Certified
2178,Automation,Medium,1,Pack Assembly,Flexible,4.5,Certified Welder
2179,Robotics,Medium,4,Final Testing,Morning,4,Mechanical Technician
2180,BMS Integration,Low,3,Final Testing,Night,4.2,Certified Welder
2181,Electrical Wiring,Medium,7,Cell Assembly,Evening,3.5,Certified BMS Engineer
2182,Robotics,Low,3,Final Testing,Evening,4.9,Certified Welder
2183,BMS Integration,Medium,8,Module Assembly,Night,3.9,Certified Welder
2184,Automation,Medium,7,Cell Assembly,Night,4.7,None
2185,Packaging,Medium,1,Final Testing,Evening,3.9,Certified BMS Engineer
2186,Robotics,High,8,Final Testing,Flexible,3.1,Certified BMS Engineer
2187,BMS Integration,Low,4,Module Assembly,Evening,4.6,None
2188,Robotics,Medium,7,Pack Assembly,Night,3.8,Mechanical Technician
2189,Quality Inspection,High,8,Module Assembly,Morning,4.1,Quality Control Certified
2190,Packaging,Medium,2,Cell Assembly,Morning,4,Mechanical Technician
2191,BMS Integration,High,8,Cell Assembly,Evening,3.3,Quality Control Certified
2192,Quality Inspection,Medium,6,Pack Assembly,Flexible,3.1,Certified Welder
2193,BMS Integration,High,4,Cell Assembly,Morning,4.5,Quality Control Certified
2194,Welding,Medium,5,Pack Assembly,Night,3.9,Certified BMS Engineer
2195,Quality Inspection,High,7,Pack Assembly,Night,4.1,Certified BMS Engineer
2196,Robotics,Low,7,Pack Assembly,Evening,3.3,Certified Welder
2197,Soldering,Medium,1,Final Testing,Flexible,4,None
2198,Automation,High,8,Pack Assembly,Flexible,4.2,Mechanical Technician
2199,Packaging,Low,5,Pack Assembly,Morning,3.8,Certified BMS Engineer
2200,Packaging,High,8,Final Testing,Evening,4.8,Certified BMS Engineer
2201,Electrical Wiring,Medium,6,Cell Assembly,Evening,4.5,None
2202,Automation,High,6,Module Assembly,Night,4.2,Certified Welder
2203,Electrical Wiring,High,4,Cell Assembly,Evening,4.5,Certified BMS Engineer
2204,Welding,Low,1,Module Assembly,Flexible,3.9,Certified BMS Engineer
2205,Welding,Low,6,Pack Assembly,Flexible,3.6,Mechanical Technician
2206,Electrical Wiring,Medium,3,Cell Assembly,Night,4.1,Certified Welder
2207,BMS Integration,Medium,7,Cell Assembly,Flexible,4,None
2208,BMS Integration,High,1,Module Assembly,Morning,4.6,Electrical Engineer
2209,Welding,Low,8,Pack Assembly,Morning,3.2,Quality Control Certified
2210,Electrical Wiring,High,5,Module Assembly,Night,3.9,Certified BMS Engineer
2211,Automation,Medium,8,Final Testing,Flexible,4.8,None
2212,Electrical Wiring,Low,5,Module Assembly,Morning,4.6,None
2213,Packaging,Low,3,Final Testing,Evening,3.6,None
2214,Quality Inspection,High,7,Pack Assembly,Night,3.4,Certified Welder
2215,Welding,Medium,1,Pack Assembly,Flexible,4.1,Quality Control Certified
2216,Robotics,Low,5,Pack Assembly,Night,3.9,Mechanical Technician
2217,Robotics,Medium,2,Module Assembly,Evening,4.2,None
2218,Quality Inspection,High,2,Cell Assembly,Evening,3.4,Certified Welder
2219,Automation,Medium,6,Module Assembly,Flexible,4.2,Certified BMS Engineer
2220,Automation,High,4,Cell Assembly,Flexible,3.7,Quality Control Certified
2221,Soldering,Low,2,Pack Assembly,Morning,3.7,Quality Control Certified
2222,Soldering,High,8,Module Assembly,Night,3.5,Electrical Engineer
2223,BMS Integration,High,3,Module Assembly,Morning,4.2,Electrical Engineer
2224,Automation,High,5,Cell Assembly,Morning,3.4,Quality Control Certified
2225,Automation,Low,7,Module Assembly,Night,3.2,Electrical Engineer
2226,Welding,Low,2,Module Assembly,Night,3.2,Certified Welder
2227,Soldering,Low,1,Pack Assembly,Evening,3.4,None
2228,Robotics,Low,8,Pack Assembly,Evening,4.1,Mechanical Technician
2229,Quality Inspection,High,4,Cell Assembly,Flexible,4.7,Certified Welder
2230,Welding,Medium,2,Module Assembly,Night,4.2,Certified Welder
2231,Welding,Low,7,Cell Assembly,Evening,3.4,Certified Welder
2232,Packaging,Low,1,Final Testing,Flexible,4.4,Certified Welder
2233,Quality Inspection,Medium,1,Cell Assembly,Evening,4.3,Electrical Engineer
2234,Electrical Wiring,Low,5,Module Assembly,Evening,3.9,Electrical Engineer
2235,Packaging,Low,1,Cell Assembly,Flexible,4.6,Certified Welder
2236,Soldering,High,6,Final Testing,Morning,4.7,Mechanical Technician
2237,Mechanical Assembly,High,4,Pack Assembly,Night,3,None
2238,Quality Inspection,High,4,Module Assembly,Flexible,3.7,Certified BMS Engineer
2239,Quality Inspection,Medium,5,Pack Assembly,Evening,4.2,None
2240,Automation,Medium,1,Final Testing,Flexible,3.9,Electrical Engineer
2241,BMS Integration,Low,7,Final Testing,Morning,4.5,Electrical Engineer
2242,Mechanical Assembly,Low,5,Cell Assembly,Morning,4.1,Mechanical Technician
2243,Automation,High,6,Cell Assembly,Evening,3.6,Mechanical Technician
2244,Quality Inspection,Medium,1,Cell Assembly,Night,4.2,None
2245,BMS Integration,Medium,4,Pack Assembly,Morning,4,Mechanical Technician
2246,Robotics,High,3,Pack Assembly,Night,4.8,Certified Welder
2247,Quality Inspection,High,2,Final Testing,Flexible,3.4,Certified Welder
2248,Quality Inspection,Low,5,Cell Assembly,Morning,4.1,Quality Control Certified
2249,Electrical Wiring,High,1,Cell Assembly,Morning,3.3,Electrical Engineer
2250,Soldering,Low,8,Final Testing,Night,3.2,Quality Control Certified
2251,Mechanical Assembly,High,5,Final Testing,Evening,4.6,Mechanical Technician
2252,Soldering,Low,5,Module Assembly,Night,3.9,None
2253,Packaging,High,4,Cell Assembly,Evening,3.4,Mechanical Technician
2254,Soldering,Low,3,Cell Assembly,Evening,3.1,Quality Control Certified
2255,Soldering,Low,7,Final Testing,Evening,4.4,Electrical Engineer
2256,Mechanical Assembly,Low,3,Pack Assembly,Flexible,3.8,Mechanical Technician
2257,Automation,High,8,Module Assembly,Night,4.8,Mechanical Technician
2258,Robotics,High,8,Cell Assembly,Flexible,3.3,Electrical Engineer
2259,Quality Inspection,Low,5,Final Testing,Evening,3.7,Certified BMS Engineer
2260,Automation,Medium,7,Cell Assembly,Evening,3.2,None
2261,Welding,High,7,Final Testing,Night,5,Certified Welder
2262,Soldering,Medium,8,Cell Assembly,Night,4.3,Electrical Engineer
2263,Robotics,High,6,Final Testing,Evening,4.9,Mechanical Technician
2264,Mechanical Assembly,High,7,Module Assembly,Night,4.1,None
2265,Welding,Low,6,Final Testing,Night,3.3,Quality Control Certified
2266,Welding,Low,6,Module Assembly,Evening,4.8,Certified BMS Engineer
2267,Automation,High,4,Module Assembly,Evening,4.2,Mechanical Technician
2268,Robotics,High,4,Final Testing,Morning,4.2,Mechanical Technician
2269,Robotics,Low,1,Final Testing,Evening,3.4,Quality Control Certified
2270,Soldering,Medium,2,Pack Assembly,Evening,3.5,Certified BMS Engineer
2271,Packaging,Medium,6,Module Assembly,Evening,4.7,Quality Control Certified
2272,BMS Integration,High,8,Pack Assembly,Night,3.2,None
2273,Packaging,High,3,Cell Assembly,Evening,3.4,Certified BMS Engineer
2274,BMS Integration,High,2,Cell Assembly,Morning,4.8,Certified BMS Engineer
2275,Electrical Wiring,Low,5,Pack Assembly,Night,4.6,Certified BMS Engineer
2276,Quality Inspection,High,5,Cell Assembly,Evening,3.6,Certified BMS Engineer
2277,Mechanical Assembly,Medium,4,Final Testing,Night,4.2,Electrical Engineer
2278,Mechanical Assembly,Medium,2,Cell Assembly,Morning,3.6,Certified Welder
2279,Welding,Low,8,Module Assembly,Morning,3.8,Quality Control Certified
2280,Quality Inspection,Medium,6,Cell Assembly,Night,3.6,Certified BMS Engineer
2281,Welding,Low,2,Pack Assembly,Evening,4.8,Certified Welder
2282,Quality Inspection,Medium,6,Cell Assembly,Evening,3.7,Certified Welder
2283,Automation,Low,4,Module Assembly,Night,4.9,Mechanical Technician
2284,Welding,High,5,Final Testing,Morning,4.9,None
2285,BMS Integration,High,4,Pack Assembly,Morning,4.4,Mechanical Technician
2286,Automation,Medium,2,Pack Assembly,Morning,4,None
2287,Soldering,Low,3,Pack Assembly,Flexible,4.3,Electrical Engineer
2288,Electrical Wiring,High,4,Cell Assembly,Evening,4.6,Mechanical Technician
2289,Quality Inspection,Medium,6,Pack Assembly,Flexible,4.5,None
2290,Electrical Wiring,Low,5,Final Testing,Morning,4.3,None
2291,Electrical Wiring,Low,5,Module Assembly,Morning,4.3,Electrical Engineer
2292,Quality Inspection,Medium,5,Cell Assembly,Morning,4.6,Electrical Engineer
2293,Soldering,High,4,Pack Assembly,Night,4,Quality Control Certified
2294,Electrical Wiring,Medium,5,Module Assembly,Flexible,3.5,Electrical Engineer
2295,Mechanical Assembly,Medium,4,Cell Assembly,Night,3.5,Mechanical Technician
2296,Packaging,Medium,1,Pack Assembly,Morning,3,Quality Control Certified
2297,Mechanical Assembly,Medium,4,Module Assembly,Morning,3.1,Quality Control Certified
2298,Mechanical Assembly,Medium,5,Cell Assembly,Morning,4.3,Electrical Engineer
2299,Soldering,High,2,Pack Assembly,Night,3.8,Certified BMS Engineer
2300,Mechanical Assembly,High,8,Final Testing,Night,3.5,Mechanical Technician
2301,Welding,Medium,2,Final Testing,Evening,4.2,Certified BMS Engineer
2302,Welding,Medium,1,Cell Assembly,Morning,3.8,None
2303,Packaging,Medium,4,Cell Assembly,Morning,3.2,Certified BMS Engineer
2304,Quality Inspection,Medium,8,Cell Assembly,Evening,4.9,Mechanical Technician
2305,Soldering,High,8,Module Assembly,Flexible,4.6,Certified BMS Engineer
2306,Automation,High,2,Module Assembly,Flexible,4.4,Mechanical Technician
2307,Automation,Low,5,Final Testing,Evening,3.5,Electrical Engineer
2308,BMS Integration,Low,8,Module Assembly,Morning,3.8,Quality Control Certified
2309,Mechanical Assembly,Low,4,Pack Assembly,Evening,4.2,Certified Welder
2310,Soldering,Medium,8,Final Testing,Flexible,3.6,Quality Control Certified
2311,Robotics,Medium,6,Module Assembly,Morning,4.8,None
2312,Soldering,Low,8,Cell Assembly,Night,3.1,Mechanical Technician
2313,Automation,High,1,Cell Assembly,Night,4.7,Mechanical Technician
2314,Soldering,Medium,7,Final Testing,Morning,4.4,Quality Control Certified
2315,Packaging,Medium,7,Final Testing,Night,3,Certified BMS Engineer
2316,Packaging,High,2,Pack Assembly,Morning,4.1,Quality Control Certified
2317,Mechanical Assembly,Medium,8,Final Testing,Evening,4.4,None
2318,Welding,Low,5,Cell Assembly,Evening,4.2,None
2319,Mechanical Assembly,High,5,Pack Assembly,Evening,3.2,Mechanical Technician
2320,Mechanical Assembly,Low,5,Pack Assembly,Flexible,4.8,Certified Welder
2321,Automation,Medium,6,Module Assembly,Night,3.9,Electrical Engineer
2322,Welding,Medium,5,Pack Assembly,Night,4,Electrical Engineer
2323,Packaging,Medium,7,Cell Assembly,Morning,4.9,Quality Control Certified
2324,Welding,Medium,3,Final Testing,Flexible,4.6,Mechanical Technician
2325,Robotics,Medium,4,Final Testing,Morning,4.2,Certified BMS Engineer
2326,Welding,Medium,1,Cell Assembly,Night,3.9,None
2327,Electrical Wiring,Medium,2,Module Assembly,Flexible,4.2,Certified BMS Engineer
2328,Soldering,Medium,3,Final Testing,Evening,3.4,Electrical Engineer
2329,BMS Integration,Low,4,Pack Assembly,Evening,3.8,Electrical Engineer
2330,Soldering,Low,2,Final Testing,Night,4.2,Certified Welder
2331,Mechanical Assembly,Medium,6,Cell Assembly,Night,3.4,Mechanical Technician
2332,Soldering,High,1,Pack Assembly,Flexible,3.1,Electrical Engineer
2333,Soldering,Low,4,Final Testing,Night,3.4,Quality Control Certified
2334,Automation,Low,7,Module Assembly,Night,3,Certified Welder
2335,Electrical Wiring,High,6,Pack Assembly,Evening,4.2,None
2336,Automation,Medium,6,Module Assembly,Evening,4.7,Electrical Engineer
2337,Packaging,High,5,Pack Assembly,Night,3.9,Certified BMS Engineer
2338,Automation,Medium,2,Module Assembly,Flexible,4.8,Electrical Engineer
2339,Electrical Wiring,High,5,Final Testing,Night,4.1,None
2340,Mechanical Assembly,Medium,7,Cell Assembly,Flexible,4.3,Certified Welder
2341,Soldering,High,7,Cell Assembly,Flexible,4.1,Certified BMS Engineer
2342,Packaging,Low,2,Final Testing,Night,3.3,None
2343,Automation,High,1,Pack Assembly,Flexible,3.3,Certified Welder
2344,Welding,Low,2,Cell Assembly,Morning,4.4,Certified Welder
2345,Robotics,Medium,8,Final Testing,Evening,3.2,Mechanical Technician
2346,Automation,Low,3,Pack Assembly,Evening,3.8,Certified BMS Engineer
2347,Packaging,Low,3,Pack Assembly,Night,4.4,Certified Welder
2348,Automation,Medium,6,Module Assembly,Evening,3.7,Certified Welder
2349,Quality Inspection,High,6,Pack Assembly,Evening,3.2,Mechanical Technician
2350,Electrical Wiring,High,7,Final Testing,Morning,4.2,Certified Welder
